age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid
39,F,Caucasian,25 - 45,Low,Female,1,-1,4,No,No
34,M,Other,25 - 45,Low,Male,1,0,2,Yes,Yes
23,M,Other,Less than 25,High,Male,0,-1,8,Yes,Yes
46,M,African-American,Greater than 45,Low,Male,8,261,4,Yes,Yes
36,F,African-American,25 - 45,Medium,Female,5,0,6,Yes,Yes
55,F,African-American,Greater than 45,Low,Male,0,-1,1,No,No
27,F,Caucasian,25 - 45,Low,Male,0,0,4,No,No
23,F,African-American,Less than 25,Low,Male,2,0,4,Yes,Yes
20,F,African-American,Less than 25,Medium,Male,1,-1,7,Yes,Yes
31,F,African-American,25 - 45,High,Female,10,-3,8,No,No
24,F,Caucasian,Less than 25,High,Male,8,0,9,Yes,No
37,F,Caucasian,25 - 45,High,Female,2,-1,8,Yes,Yes
25,M,African-American,25 - 45,Medium,Male,0,-41,6,Yes,Yes
26,F,Caucasian,25 - 45,Low,Male,0,-1,3,No,No
33,M,Hispanic,25 - 45,Low,Male,3,-51,2,No,No
29,F,Caucasian,25 - 45,Low,Male,0,-1,2,No,No
41,M,African-American,25 - 45,Low,Male,4,0,1,Yes,Yes
37,F,African-American,25 - 45,Low,Male,0,-1,1,Yes,Yes
46,F,Caucasian,Greater than 45,Low,Male,2,-1,3,No,No
56,F,Caucasian,Greater than 45,Medium,Female,10,-1,5,Yes,Yes
23,F,African-American,Less than 25,Low,Male,0,-1,3,Yes,Yes
23,F,African-American,Less than 25,Medium,Female,1,-2,5,Yes,Yes
25,F,African-American,25 - 45,High,Male,0,0,8,Yes,Yes
24,F,African-American,Less than 25,Medium,Male,1,-1,7,Yes,Yes
35,F,African-American,25 - 45,High,Male,27,-103,10,No,No
26,M,Hispanic,25 - 45,Low,Male,1,-24,2,Yes,Yes
24,F,Caucasian,Less than 25,Medium,Male,2,-1,7,Yes,Yes
23,F,African-American,Less than 25,High,Male,0,-1,9,Yes,Yes
43,F,Caucasian,25 - 45,Low,Male,2,-26,1,No,No
53,M,Caucasian,Greater than 45,Low,Female,0,-2,1,No,No
24,F,African-American,Less than 25,Medium,Male,1,-1,6,Yes,Yes
28,F,African-American,25 - 45,Low,Male,0,0,4,No,No
21,F,Caucasian,Less than 25,Low,Male,1,-1,3,No,No
31,M,Other,25 - 45,Low,Male,0,-1,2,No,No
33,F,Caucasian,25 - 45,Medium,Male,3,0,7,Yes,Yes
35,F,African-American,25 - 45,Low,Female,1,-1,1,No,No
55,M,Caucasian,Greater than 45,Low,Male,3,0,3,No,No
50,M,Hispanic,Greater than 45,Medium,Male,9,-1,5,Yes,Yes
28,M,African-American,25 - 45,Low,Male,0,-2,3,No,No
44,M,Caucasian,25 - 45,Low,Male,0,-1,1,Yes,Yes
48,F,Caucasian,Greater than 45,Low,Female,2,-66,1,No,No
19,F,African-American,Less than 25,High,Male,3,22,10,Yes,Yes
23,M,Other,Less than 25,Medium,Male,2,-1,7,No,No
24,F,African-American,Less than 25,High,Male,3,0,8,Yes,Yes
50,F,Caucasian,Greater than 45,Low,Male,2,0,3,No,No
31,M,African-American,25 - 45,Low,Male,0,0,4,No,No
28,F,Caucasian,25 - 45,Low,Female,0,-1,4,Yes,Yes
42,F,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
21,M,African-American,Less than 25,High,Male,0,0,9,Yes,Yes
21,F,Caucasian,Less than 25,High,Male,0,0,8,Yes,Yes
24,M,Other,Less than 25,Low,Male,0,-1,4,Yes,Yes
31,F,Caucasian,25 - 45,Medium,Male,3,-1,5,Yes,Yes
23,M,Hispanic,Less than 25,Low,Male,0,0,3,No,No
27,F,Caucasian,25 - 45,High,Male,0,0,9,Yes,Yes
32,M,Other,25 - 45,Low,Male,0,0,2,No,No
75,F,Caucasian,Greater than 45,Low,Male,1,-35,4,Yes,Yes
28,F,African-American,25 - 45,Medium,Male,7,-1,5,Yes,Yes
67,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
32,F,African-American,25 - 45,Medium,Female,11,0,7,No,No
44,F,African-American,25 - 45,Low,Male,7,0,4,No,No
25,F,African-American,25 - 45,Low,Male,1,-24,4,Yes,Yes
30,M,African-American,25 - 45,High,Female,15,0,8,Yes,Yes
28,M,Caucasian,25 - 45,Low,Male,9,-1,4,No,No
27,F,African-American,25 - 45,Medium,Male,0,0,6,Yes,Yes
36,F,African-American,25 - 45,Low,Male,4,-215,4,No,No
36,M,Other,25 - 45,Low,Male,8,-1,2,No,No
25,M,Caucasian,25 - 45,Low,Female,0,0,4,No,No
31,F,Caucasian,25 - 45,Medium,Male,5,-1,5,Yes,Yes
30,M,Caucasian,25 - 45,Low,Male,0,0,1,Yes,Yes
33,F,African-American,25 - 45,Low,Male,4,-9,2,No,No
38,M,Hispanic,25 - 45,Low,Male,0,0,1,No,No
26,M,African-American,25 - 45,Low,Male,1,0,3,Yes,Yes
52,F,Hispanic,Greater than 45,Low,Male,5,-1,3,Yes,Yes
22,M,Caucasian,Less than 25,Medium,Female,2,-1,7,Yes,Yes
50,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
37,F,African-American,25 - 45,Low,Male,4,135,1,No,No
58,F,Caucasian,Greater than 45,Low,Male,1,-1,1,Yes,Yes
34,M,Caucasian,25 - 45,Low,Male,3,-1,4,Yes,Yes
32,F,Caucasian,25 - 45,Low,Male,1,0,1,Yes,Yes
29,M,African-American,25 - 45,Low,Male,0,-1,1,Yes,Yes
27,M,African-American,25 - 45,Low,Male,0,0,1,No,No
39,F,Caucasian,25 - 45,Low,Male,5,-21,3,No,No
24,F,African-American,Less than 25,Low,Male,0,-1,3,No,No
38,M,African-American,25 - 45,Medium,Male,8,-1,7,No,No
52,F,Caucasian,Greater than 45,Low,Male,7,-23,2,No,No
56,M,African-American,Greater than 45,Low,Male,3,-27,2,Yes,Yes
46,F,Caucasian,Greater than 45,Medium,Male,7,0,6,Yes,Yes
38,F,Caucasian,25 - 45,Low,Male,5,-11,1,Yes,Yes
47,M,Caucasian,Greater than 45,Medium,Male,3,0,5,No,No
32,F,Caucasian,25 - 45,Low,Male,0,-7,1,No,No
34,M,African-American,25 - 45,Medium,Male,27,-1,7,No,No
42,F,African-American,25 - 45,Medium,Male,5,-1,6,No,No
35,M,African-American,25 - 45,Low,Female,0,-1,1,Yes,Yes
20,F,Caucasian,Less than 25,High,Male,0,-1,10,Yes,Yes
32,F,Caucasian,25 - 45,High,Female,2,-1,10,Yes,Yes
21,M,Caucasian,Less than 25,Medium,Male,0,-1,5,No,No
24,M,African-American,Less than 25,Low,Male,0,0,2,Yes,Yes
24,M,African-American,Less than 25,High,Male,1,-1,9,Yes,Yes
55,F,Hispanic,Greater than 45,Low,Male,2,-32,1,No,No
26,M,African-American,25 - 45,Low,Male,0,-1,3,Yes,Yes
52,F,Caucasian,Greater than 45,Low,Male,8,0,2,No,No
27,M,African-American,25 - 45,Low,Male,1,-1,2,No,No
27,M,Caucasian,25 - 45,Medium,Female,0,0,5,No,No
56,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
52,F,Caucasian,Greater than 45,High,Male,16,-4,9,Yes,Yes
37,F,African-American,25 - 45,Low,Male,3,-1,1,Yes,Yes
45,M,African-American,Greater than 45,Low,Male,0,-6,1,No,No
23,M,African-American,Less than 25,Low,Male,1,-39,2,No,No
36,F,Caucasian,25 - 45,Medium,Female,3,-27,6,Yes,Yes
29,F,African-American,25 - 45,Low,Female,0,-3,2,No,No
21,F,Hispanic,Less than 25,Low,Male,0,-5,3,No,No
20,M,Other,Less than 25,Low,Male,3,-1,2,Yes,Yes
27,F,African-American,25 - 45,High,Male,11,-1,8,No,No
28,F,African-American,25 - 45,High,Male,11,0,8,Yes,Yes
38,M,African-American,25 - 45,Low,Male,4,-1,1,Yes,No
30,F,Other,25 - 45,Low,Male,0,-1,1,No,No
19,F,African-American,Less than 25,High,Female,1,-1,9,Yes,Yes
37,F,Caucasian,25 - 45,Low,Female,1,-1,1,No,No
34,M,African-American,25 - 45,Low,Male,0,-1,1,Yes,Yes
37,F,Caucasian,25 - 45,High,Male,7,-1,8,Yes,Yes
21,F,African-American,Less than 25,High,Male,1,-1,8,No,No
21,F,African-American,Less than 25,High,Male,0,-1,9,Yes,Yes
38,F,Caucasian,25 - 45,Low,Female,3,-1,4,No,No
47,M,African-American,Greater than 45,Low,Male,1,0,4,No,No
56,F,Caucasian,Greater than 45,Low,Male,3,-1,2,No,No
27,F,African-American,25 - 45,Medium,Male,2,-1,7,Yes,Yes
23,M,African-American,Less than 25,High,Male,0,-1,8,No,No
57,F,Caucasian,Greater than 45,Low,Male,0,-2,1,No,No
25,F,African-American,25 - 45,Medium,Male,9,-17,7,No,No
23,F,African-American,Less than 25,High,Female,2,16,10,Yes,Yes
32,F,African-American,25 - 45,High,Male,8,0,10,Yes,Yes
36,M,African-American,25 - 45,Medium,Female,2,-2,5,No,No
41,M,African-American,25 - 45,Medium,Male,5,-1,5,No,No
31,F,Hispanic,25 - 45,Low,Male,2,-69,3,No,No
39,F,Other,25 - 45,Low,Female,0,-1,1,No,No
21,F,African-American,Less than 25,Medium,Male,1,-1,6,Yes,Yes
43,F,Caucasian,25 - 45,Low,Male,8,35,4,Yes,Yes
31,M,African-American,25 - 45,Low,Male,2,-1,4,No,No
37,M,Caucasian,25 - 45,Low,Male,0,-2,1,No,No
27,F,African-American,25 - 45,Low,Male,0,-1,2,No,No
22,F,African-American,Less than 25,Low,Male,2,-22,4,Yes,Yes
59,F,Caucasian,Greater than 45,Low,Male,2,-19,1,No,No
33,F,African-American,25 - 45,High,Female,0,-1,9,Yes,Yes
39,F,Caucasian,25 - 45,High,Male,21,-216,10,No,No
43,F,African-American,25 - 45,Low,Female,2,-1,3,No,No
25,F,Caucasian,25 - 45,Low,Male,5,-1,4,Yes,Yes
36,M,African-American,25 - 45,High,Male,19,90,10,Yes,Yes
23,F,African-American,Less than 25,Medium,Male,3,-1,5,Yes,Yes
43,M,Caucasian,25 - 45,Low,Female,3,9,2,Yes,Yes
56,M,Caucasian,Greater than 45,Low,Male,9,-24,1,Yes,Yes
20,F,African-American,Less than 25,High,Female,1,-1,8,Yes,Yes
50,M,African-American,Greater than 45,Medium,Male,2,-28,5,Yes,Yes
24,M,Other,Less than 25,High,Male,2,-49,8,Yes,Yes
54,M,Caucasian,Greater than 45,Low,Female,1,-4,2,No,No
20,F,African-American,Less than 25,High,Male,1,-1,10,Yes,Yes
36,M,Other,25 - 45,Low,Male,3,-1,4,Yes,Yes
36,F,African-American,25 - 45,Medium,Female,3,0,6,Yes,Yes
56,M,African-American,Greater than 45,Low,Male,0,-1,4,No,No
25,M,African-American,25 - 45,High,Male,28,-55,9,Yes,Yes
25,F,African-American,25 - 45,High,Male,2,-1,9,Yes,No
42,F,Caucasian,25 - 45,Low,Female,1,-1,3,Yes,Yes
48,F,African-American,Greater than 45,Medium,Male,4,-1,6,No,No
34,M,African-American,25 - 45,High,Male,21,-1,10,Yes,Yes
28,F,Caucasian,25 - 45,Low,Male,0,-1,2,No,No
32,F,Caucasian,25 - 45,Low,Male,1,-1,3,No,No
31,F,Caucasian,25 - 45,Low,Female,2,-1,1,No,No
24,F,African-American,Less than 25,High,Female,4,-1,9,Yes,Yes
25,F,Caucasian,25 - 45,Low,Female,0,0,4,Yes,Yes
32,F,Caucasian,25 - 45,Low,Female,4,-1,2,No,No
37,F,African-American,25 - 45,High,Male,20,0,9,Yes,Yes
24,F,African-American,Less than 25,Low,Male,1,-1,3,Yes,Yes
48,M,African-American,Greater than 45,Low,Male,0,0,1,No,No
25,F,African-American,25 - 45,High,Male,9,43,9,Yes,Yes
35,F,African-American,25 - 45,Low,Male,1,0,2,No,No
21,F,African-American,Less than 25,Low,Male,1,-1,4,Yes,Yes
21,F,African-American,Less than 25,High,Female,0,-1,10,Yes,Yes
27,F,Caucasian,25 - 45,Low,Female,0,-1,2,Yes,Yes
22,F,African-American,Less than 25,Low,Male,0,-1,2,No,No
28,F,African-American,25 - 45,Medium,Male,4,0,5,No,No
26,M,African-American,25 - 45,Low,Male,0,-1,2,No,No
23,M,Other,Less than 25,Low,Male,0,-1,2,Yes,Yes
34,F,Caucasian,25 - 45,Low,Male,0,-1,2,No,No
22,F,African-American,Less than 25,High,Male,3,-1,9,No,No
30,F,Other,25 - 45,Medium,Male,5,-1,5,Yes,Yes
44,F,Caucasian,25 - 45,Low,Male,5,0,2,No,No
57,F,Caucasian,Greater than 45,Low,Male,1,-1,2,No,No
22,F,African-American,Less than 25,High,Male,0,-1,8,Yes,Yes
24,F,African-American,Less than 25,High,Male,7,-1,8,Yes,Yes
20,F,Caucasian,Less than 25,Low,Male,0,-1,4,No,No
35,F,Caucasian,25 - 45,High,Male,2,-50,9,No,No
53,M,Hispanic,Greater than 45,Low,Male,1,-8,1,Yes,Yes
60,F,African-American,Greater than 45,Low,Male,13,-13,3,No,No
22,F,African-American,Less than 25,Medium,Female,2,-1,5,No,No
43,M,Hispanic,25 - 45,Low,Male,0,-1,1,No,No
72,F,Caucasian,Greater than 45,Low,Male,7,-1,4,No,No
33,F,African-American,25 - 45,Medium,Male,3,-1,5,Yes,Yes
24,F,African-American,Less than 25,Low,Male,1,-1,4,Yes,Yes
60,F,African-American,Greater than 45,Low,Male,0,-1,1,No,No
24,F,Caucasian,Less than 25,Medium,Male,3,-1,5,Yes,Yes
30,M,African-American,25 - 45,Low,Male,1,-5,4,No,No
43,M,Caucasian,25 - 45,Medium,Female,0,-1,6,No,No
48,M,Hispanic,Greater than 45,Low,Male,1,-8,1,No,No
54,M,Other,Greater than 45,Low,Male,0,0,1,No,No
45,M,African-American,Greater than 45,Low,Male,1,-1,1,No,No
36,F,Other,25 - 45,Low,Male,0,-1,4,No,No
31,M,Caucasian,25 - 45,Low,Male,1,0,1,Yes,No
40,M,African-American,25 - 45,Low,Male,0,-1,1,No,No
50,F,Caucasian,Greater than 45,Low,Male,1,-4,1,No,No
26,M,Other,25 - 45,Medium,Female,1,-24,6,No,No
41,F,African-American,25 - 45,Low,Male,7,0,4,No,No
34,F,Caucasian,25 - 45,Medium,Male,5,-1,6,Yes,Yes
28,F,Caucasian,25 - 45,Medium,Female,0,-1,6,No,No
30,F,African-American,25 - 45,Low,Male,1,-48,1,No,No
23,F,Caucasian,Less than 25,High,Male,2,0,9,Yes,Yes
37,M,Hispanic,25 - 45,Low,Female,0,-2,1,Yes,Yes
35,M,Hispanic,25 - 45,Low,Male,5,-1,2,No,No
21,F,Caucasian,Less than 25,Medium,Male,1,-1,6,Yes,Yes
45,F,African-American,Greater than 45,High,Male,1,-70,9,No,No
22,M,African-American,Less than 25,High,Female,2,-1,8,Yes,Yes
29,F,African-American,25 - 45,High,Male,6,-1,8,Yes,Yes
30,M,African-American,25 - 45,Low,Female,0,-2,2,No,No
45,M,Caucasian,Greater than 45,Low,Male,3,-1,3,Yes,Yes
24,F,African-American,Less than 25,Low,Female,2,-1,4,No,No
31,F,Caucasian,25 - 45,High,Male,4,0,8,Yes,Yes
56,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
44,F,Hispanic,25 - 45,Low,Female,4,-85,3,Yes,Yes
24,F,African-American,Less than 25,High,Male,14,-1,10,Yes,Yes
38,F,African-American,25 - 45,Medium,Male,11,-1,6,No,No
51,F,African-American,Greater than 45,High,Male,22,-1,9,Yes,Yes
22,F,Caucasian,Less than 25,Low,Male,0,-1,3,No,No
28,M,African-American,25 - 45,High,Male,5,-1,8,No,No
47,F,African-American,Greater than 45,High,Male,19,-1,8,Yes,Yes
51,M,African-American,Greater than 45,Low,Male,0,-1,4,Yes,Yes
25,M,Caucasian,25 - 45,Low,Male,1,0,3,No,No
53,F,Hispanic,Greater than 45,Low,Male,1,-1,1,No,No
30,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
33,F,Caucasian,25 - 45,Medium,Male,0,0,6,Yes,Yes
35,F,African-American,25 - 45,Low,Male,5,-1,4,Yes,Yes
33,F,African-American,25 - 45,Low,Female,0,-1,2,No,No
59,M,Other,Greater than 45,Low,Male,1,-25,1,No,No
33,F,Caucasian,25 - 45,Medium,Female,1,-1,7,No,No
27,F,African-American,25 - 45,Medium,Male,2,-1,7,Yes,Yes
29,F,African-American,25 - 45,Medium,Female,9,-1,7,Yes,Yes
26,F,Native American,25 - 45,High,Male,11,64,8,Yes,Yes
24,F,African-American,Less than 25,High,Male,3,-1,10,Yes,Yes
43,F,African-American,25 - 45,High,Male,5,-1,9,No,No
37,M,African-American,25 - 45,Medium,Male,11,-1,7,Yes,Yes
53,F,African-American,Greater than 45,Medium,Male,13,-1,7,No,No
43,F,African-American,25 - 45,Low,Male,4,-39,1,Yes,No
26,F,African-American,25 - 45,High,Male,4,0,8,Yes,Yes
30,M,Caucasian,25 - 45,Low,Female,1,-27,3,No,No
27,F,African-American,25 - 45,Medium,Male,6,0,7,Yes,Yes
39,F,Caucasian,25 - 45,Medium,Male,9,-1,5,Yes,Yes
37,M,Caucasian,25 - 45,Low,Male,4,0,4,Yes,Yes
22,M,Caucasian,Less than 25,High,Male,3,0,10,Yes,Yes
25,F,Caucasian,25 - 45,Medium,Male,0,-1,6,No,No
26,F,Hispanic,25 - 45,Medium,Male,1,0,5,No,No
28,M,Caucasian,25 - 45,Medium,Female,0,-2,6,No,No
25,M,African-American,25 - 45,Medium,Male,0,-1,5,Yes,Yes
58,F,Caucasian,Greater than 45,Low,Male,1,-1,1,No,No
29,M,Caucasian,25 - 45,Medium,Female,1,-2,5,Yes,Yes
33,F,African-American,25 - 45,Medium,Male,8,0,5,No,No
38,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
38,F,Caucasian,25 - 45,Low,Male,2,-21,3,No,No
59,F,African-American,Greater than 45,Medium,Male,22,-1,6,Yes,Yes
29,M,Other,25 - 45,Medium,Male,4,-1,5,Yes,Yes
53,M,Caucasian,Greater than 45,Low,Male,0,-1,2,Yes,Yes
33,F,African-American,25 - 45,High,Male,2,-1,8,Yes,Yes
58,M,Caucasian,Greater than 45,Low,Male,1,-1,1,No,No
25,F,African-American,25 - 45,High,Male,11,126,9,Yes,Yes
53,F,Caucasian,Greater than 45,Low,Male,2,-1,4,No,No
32,M,Caucasian,25 - 45,Medium,Male,0,-1,6,Yes,Yes
35,F,African-American,25 - 45,High,Male,6,-1,8,Yes,Yes
39,F,Caucasian,25 - 45,Low,Male,1,-1,1,No,No
36,M,Hispanic,25 - 45,High,Male,1,-14,9,No,No
42,M,Caucasian,25 - 45,Low,Female,5,-1,4,Yes,Yes
37,M,African-American,25 - 45,Low,Male,0,-1,2,No,No
39,F,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
52,M,Caucasian,Greater than 45,Low,Female,3,-25,1,No,No
60,M,Other,Greater than 45,Low,Male,1,-1,1,No,No
37,M,Hispanic,25 - 45,Low,Male,2,-1,1,Yes,No
42,F,Caucasian,25 - 45,Low,Male,4,-1,1,Yes,Yes
23,F,African-American,Less than 25,Medium,Male,6,0,6,Yes,Yes
42,M,African-American,25 - 45,Low,Female,0,-1,1,Yes,Yes
28,F,Caucasian,25 - 45,Low,Female,2,-36,3,No,No
28,F,African-American,25 - 45,Low,Male,5,0,4,No,No
38,F,Caucasian,25 - 45,Medium,Male,12,-1,5,No,No
43,F,African-American,25 - 45,Low,Female,2,-1,2,Yes,Yes
42,F,African-American,25 - 45,Medium,Male,0,-1,5,No,No
25,M,Caucasian,25 - 45,Low,Female,0,-1,3,No,No
32,F,African-American,25 - 45,High,Male,7,0,9,Yes,Yes
21,F,African-American,Less than 25,Medium,Male,0,0,6,Yes,Yes
35,M,Caucasian,25 - 45,Medium,Female,1,-30,5,No,No
37,F,Caucasian,25 - 45,Medium,Male,0,-1,5,No,No
33,F,African-American,25 - 45,Low,Female,2,0,2,No,No
51,F,Caucasian,Greater than 45,Low,Female,4,-11,3,No,No
39,F,Caucasian,25 - 45,Low,Male,3,-1,4,Yes,No
35,M,Hispanic,25 - 45,Medium,Male,5,-1,6,Yes,Yes
40,F,African-American,25 - 45,Medium,Male,3,-1,7,No,No
32,F,African-American,25 - 45,High,Male,17,0,8,Yes,Yes
18,F,Caucasian,Less than 25,High,Male,4,85,8,Yes,Yes
32,F,Caucasian,25 - 45,Medium,Male,3,0,6,Yes,Yes
37,M,Other,25 - 45,Low,Male,0,-1,1,No,No
32,F,African-American,25 - 45,Medium,Male,10,-1,6,Yes,Yes
47,M,Caucasian,Greater than 45,Low,Male,5,0,3,Yes,Yes
23,M,Caucasian,Less than 25,Medium,Female,0,-1,7,No,No
63,F,Caucasian,Greater than 45,Low,Male,10,0,4,Yes,Yes
38,F,African-American,25 - 45,High,Male,16,-1,9,Yes,Yes
32,M,African-American,25 - 45,Medium,Male,6,-1,5,Yes,Yes
31,F,African-American,25 - 45,High,Male,4,-1,8,Yes,Yes
23,F,African-American,Less than 25,Low,Male,0,0,3,No,No
38,M,Hispanic,25 - 45,Medium,Male,1,-1,5,No,No
47,M,Caucasian,Greater than 45,Low,Female,0,-3,1,No,No
33,F,Caucasian,25 - 45,High,Male,1,-1,8,Yes,Yes
22,F,Caucasian,Less than 25,Low,Male,1,-11,4,Yes,No
26,M,Caucasian,25 - 45,Low,Male,1,318,3,No,No
40,M,Caucasian,25 - 45,Low,Male,0,-1,1,Yes,Yes
36,F,African-American,25 - 45,Medium,Male,14,-1,7,Yes,Yes
65,M,Caucasian,Greater than 45,Low,Female,0,0,1,No,No
44,M,Caucasian,25 - 45,Medium,Male,4,-231,5,Yes,Yes
22,M,African-American,Less than 25,Low,Female,0,-1,3,No,No
34,M,Hispanic,25 - 45,Low,Male,0,0,1,No,No
38,F,Hispanic,25 - 45,Low,Female,0,-1,1,No,No
26,F,Caucasian,25 - 45,Low,Female,4,-2,3,Yes,Yes
20,M,Hispanic,Less than 25,Low,Male,0,-1,4,Yes,Yes
49,F,Hispanic,Greater than 45,Low,Male,0,-3,1,No,No
56,F,African-American,Greater than 45,Low,Male,7,-167,4,No,No
52,F,Caucasian,Greater than 45,High,Male,2,0,9,Yes,Yes
25,M,Other,25 - 45,Low,Male,2,-1,2,Yes,Yes
34,F,African-American,25 - 45,Low,Male,5,-1,1,No,No
33,M,African-American,25 - 45,Low,Male,1,-1,1,Yes,Yes
21,F,African-American,Less than 25,Medium,Male,1,-1,7,No,No
46,F,African-American,Greater than 45,Low,Male,9,-1,4,No,No
22,M,African-American,Less than 25,Medium,Male,2,250,6,Yes,Yes
57,M,Caucasian,Greater than 45,Low,Male,1,-1,4,No,No
22,F,African-American,Less than 25,Low,Male,2,0,3,Yes,Yes
48,M,Caucasian,Greater than 45,Low,Female,1,-1,1,Yes,Yes
40,F,African-American,25 - 45,Medium,Male,21,-1,5,No,No
30,F,African-American,25 - 45,Low,Female,1,-1,2,No,No
21,M,Caucasian,Less than 25,Medium,Male,4,-1,7,Yes,Yes
39,F,African-American,25 - 45,High,Female,22,-1,10,Yes,Yes
27,F,Caucasian,25 - 45,Medium,Male,13,-175,6,Yes,Yes
33,M,Caucasian,25 - 45,Medium,Female,0,-1,6,Yes,Yes
24,F,African-American,Less than 25,Low,Male,0,0,3,No,No
43,F,African-American,25 - 45,Low,Male,0,-1,1,Yes,Yes
45,M,Caucasian,Greater than 45,Low,Female,0,0,1,No,No
51,F,African-American,Greater than 45,Low,Male,3,-18,3,No,No
35,F,African-American,25 - 45,Low,Female,2,-95,2,Yes,Yes
31,M,African-American,25 - 45,Medium,Male,9,-1,7,Yes,Yes
27,M,Caucasian,25 - 45,Low,Male,0,-1,2,No,No
32,F,African-American,25 - 45,Low,Male,1,-1,2,No,No
49,M,Caucasian,Greater than 45,Low,Male,0,-3,1,No,No
29,F,African-American,25 - 45,Low,Male,2,-1,3,No,No
23,F,African-American,Less than 25,Medium,Male,2,-1,6,Yes,Yes
30,M,Asian,25 - 45,Low,Male,6,-1,3,Yes,No
55,F,African-American,Greater than 45,Medium,Male,12,-69,6,Yes,Yes
30,M,Caucasian,25 - 45,Low,Male,0,0,4,No,No
34,F,African-American,25 - 45,Low,Male,13,-1,4,Yes,Yes
56,F,Caucasian,Greater than 45,Low,Male,2,-39,1,No,No
33,F,African-American,25 - 45,Medium,Male,4,0,6,No,No
28,M,African-American,25 - 45,Low,Male,1,-1,2,No,No
29,F,African-American,25 - 45,High,Male,1,-1,8,No,No
38,M,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
37,F,Caucasian,25 - 45,Low,Male,0,-1,3,No,No
33,M,Caucasian,25 - 45,Low,Female,0,-1,1,Yes,Yes
30,F,Hispanic,25 - 45,Low,Male,0,0,2,No,No
51,F,African-American,Greater than 45,High,Male,19,-1,9,No,No
65,M,African-American,Greater than 45,Medium,Male,7,-1,5,No,No
32,M,African-American,25 - 45,Low,Female,1,-1,1,No,No
38,F,Caucasian,25 - 45,Medium,Male,5,-2,7,Yes,Yes
35,F,African-American,25 - 45,Low,Male,1,-1,4,No,No
57,F,Caucasian,Greater than 45,Low,Male,1,-26,1,No,No
26,F,Caucasian,25 - 45,Low,Male,1,0,3,No,No
23,M,Hispanic,Less than 25,High,Female,7,-228,8,Yes,Yes
36,M,African-American,25 - 45,Medium,Female,4,-1,6,Yes,Yes
33,F,Hispanic,25 - 45,Low,Female,2,-10,4,Yes,Yes
35,F,Caucasian,25 - 45,Medium,Male,3,-1,5,Yes,Yes
33,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
47,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
53,M,Hispanic,Greater than 45,Low,Female,0,-1,1,No,No
35,M,Caucasian,25 - 45,Low,Male,1,-15,4,Yes,Yes
36,F,African-American,25 - 45,Low,Female,1,-1,3,Yes,Yes
25,M,Caucasian,25 - 45,Low,Female,0,-1,3,No,No
52,F,Hispanic,Greater than 45,Medium,Male,10,0,6,No,No
23,M,Hispanic,Less than 25,Medium,Male,3,249,7,Yes,Yes
34,M,African-American,25 - 45,Low,Male,7,-245,3,No,No
51,F,Caucasian,Greater than 45,Low,Male,6,0,3,Yes,Yes
24,F,African-American,Less than 25,High,Male,8,-1,8,Yes,Yes
32,F,Caucasian,25 - 45,Low,Male,0,-1,2,Yes,Yes
43,F,African-American,25 - 45,Medium,Male,8,-1,7,Yes,Yes
45,M,African-American,Greater than 45,Medium,Male,20,-1,7,Yes,No
42,M,African-American,25 - 45,Medium,Male,10,-1,5,Yes,Yes
22,F,African-American,Less than 25,Medium,Male,1,-1,7,Yes,Yes
49,F,African-American,Greater than 45,Low,Male,4,-26,4,No,No
42,F,African-American,25 - 45,Low,Male,0,-3,1,Yes,Yes
40,M,Caucasian,25 - 45,High,Male,0,-1,8,Yes,Yes
25,F,African-American,25 - 45,Medium,Male,2,-1,7,Yes,Yes
25,M,Caucasian,25 - 45,Medium,Male,0,-1,5,Yes,Yes
23,F,African-American,Less than 25,Medium,Male,0,-1,5,No,No
21,F,Caucasian,Less than 25,Medium,Male,2,-1,7,Yes,Yes
31,M,Caucasian,25 - 45,Medium,Male,3,0,5,No,No
28,M,African-American,25 - 45,Low,Female,0,0,2,No,No
24,F,African-American,Less than 25,High,Male,11,-1,9,Yes,Yes
45,F,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
23,M,African-American,Less than 25,Low,Male,2,-1,4,Yes,Yes
39,F,African-American,25 - 45,High,Male,7,0,8,Yes,Yes
25,F,Caucasian,25 - 45,Low,Male,2,-63,4,No,No
24,F,African-American,Less than 25,Low,Male,1,-1,2,No,No
46,F,Caucasian,Greater than 45,Low,Male,1,-1,1,No,No
47,F,Caucasian,Greater than 45,Low,Male,3,-1,1,No,No
54,M,Caucasian,Greater than 45,Low,Male,2,66,4,Yes,Yes
